"","EST_ID","mean.pr","SD.pr","ES0.99.pr","mean.tas","SD.tas","ES0.99","waterfowl.relative.abundance","waterfowl.richness","meanrisk","Area_Ha","mean.pr.norm","SD.pr.norm","ES0.99.pr.norm","mean.tas.norm","SD.tas.norm","ES0.99.norm","waterfowl.relative.abundance.norm","waterfowl.richness.norm","meanrisk.norm","Area_Ha.norm"
"71",71,10.390116832,-2.2137707555,1.1036018325,21.50512735,4.6671613325,10.2769607655,0.079407416,13.06523323,10.7283295407796,265.106740682,0.530276600180202,0.994162654664034,0.611466429468601,0.358647972552438,0.572386861107876,0.563385131647515,0.0963966308265417,0.495558960289329,0.00919491405217941,0.00612623316130017
"72",72,10.802792638,-2.216553594,1.1871761675,22.08117148,4.7363962095,10.203468995,0.037606861,6.824633598,107.283295407796,41.3814513904,0.543825477728604,0.99404941927732,0.613787532417373,0.380976814108071,0.576823590731861,0.55691820737988,0.0456528480458559,0.258855565043786,0.0919491405217941,0.000955099076149163
"73",73,12.072763705,-2.070313928,1.760323174,23.18717091,4.533865872,9.890593485,0.046762645,6.622615337,18.8263160449752,30.1200987956,0.585520876941798,1,0.629705495831231,0.423847984469776,0.563844982448322,0.529386659090837,0.0567675118220397,0.251193094912695,0.0161354437608126,0.000694806802386706
"74",74,11.160862425,-10.358549628,-5.004565429,18.99627395,4.030022985,9.7969012115,0.145049095,11.84267902,2.57397731711889,92.1093473097,0.555581542967489,0.662746661487533,0.441824815900689,0.261398843297512,0.531557575299649,0.521142187185141,0.176082345538595,0.449187978421679,0.0022060750569979,0.00212761181481582
"75",75,9.388629526,-8.979681728,-3.611348177,19.01756308,4.555402358,9.5822962715,0.145435393,18.72921562,0,78.1273307604,0.497395998317941,0.718853632799012,0.480518520994464,0.262224060647834,0.56522508983889,0.502257978994231,0.176551291986809,0.710391499048797,0,0.00180443474982612
"76",76,13.393552045,-6.2250249615,-0.397840385,23.178163445,5.1188391745,10.566011152,0.03809822,6.192764282,0,9.02007262591,0.628884697223565,0.830942287681025,0.569767001546724,0.423498833687174,0.601331412595983,0.588820183032302,0.0462493332926029,0.234889019957037,0,0.000207105725458167
"77",77,12.986978895,-4.1825018925,1.029811752,23.28254005,4.1390102345,9.2175345375,0.026607731,4.224670887,18.0241563549661,3.0693223177,0.615536180679278,0.914053790411212,0.609417063793854,0.427544719329929,0.538541728077061,0.470160691182807,0.0323004544353758,0.160240041296708,0.0154479379028205,0.000069561472645068
"78",78,12.941102535,-3.097657976,1.6222891845,23.585939885,4.103790318,9.1842280955,0.050817952,8.664803505,12.5508773633168,92.2763764306,0.614029978534715,0.958196747470766,0.62587188949671,0.439305219074489,0.536284755093779,0.467229883602952,0.061690451661403,0.328652458051002,0.0107569625072084,0.00213147248690629
"79",79,10.3550172635,-4.353780031,-0.484561775,19.91368771,4.3638393065,9.7238571965,0.038510021,9.700777054,104.916373653265,101.630315095,0.529124219185983,0.907084379053457,0.56735849570518,0.296959984226068,0.552949290382337,0.514714663259736,0.04674923910708,0.36794651165051,0.0899205262796223,0.00234767724056221
"80",80,9.783270285,-3.650037004,-0.302874228,19.817017115,4.203760887,9.6181442415,0.102833994,18.28423691,419.665494613062,14.992647735,0.510352753333765,0.93572010973262,0.572404488605955,0.293212801872446,0.542691098315982,0.505412428881086,0.124835324650745,0.693513638317452,0.359682105118489,0.000345154431621576
"81",81,9.719768969,-4.381834491,-0.9288761215,19.757468855,3.9955395655,9.3344017675,0.089869775,14.14139557,209.832747306531,59.5721439972,0.508267892670413,0.905942826057424,0.555018590878618,0.290904569580497,0.529347798732385,0.480444448406732,0.10909741129392,0.536377358317493,0.179841052559245,0.00137555449658634
"82",82,9.7680859815,-5.2032480345,-1.4283717035,21.365597705,4.3947335105,10.2972286175,0.047786653,10.19973087,280.559719245555,6.40042512435,0.509854225758879,0.872519010679595,0.541146142258127,0.353239471409446,0.554929061792868,0.565168605675422,0.0580106063100838,0.386871626107831,0.240458917221051,0.000146555804931564
"83",83,13.756110335,-3.6301215295,3.4421052935,19.91719973,4.957441468,10.5467588425,0.050318461,8.862272263,517.299405352334,11.0208650748,0.640788127964955,0.936530482471318,0.676413488623095,0.297096118480435,0.590988677594491,0.587126071886706,0.0610840945734431,0.336142367391419,0.443361061326291,0.000253351574832319
"84",84,13.70005436,-3.7165354285,3.4962075585,19.474253125,5.2339614075,10.6637644045,0.054903768,9.877484322,517.299405352334,23.1892029908,0.638947711032126,0.933014248499879,0.677916066260438,0.279926453787123,0.608708709179184,0.597422001664941,0.0666504279006144,0.374648946154669,0.443361061326291,0.000534607695480569
