"","EST_ID","mean.pr","SD.pr","ES0.99.pr","mean.tas","SD.tas","ES0.99","shorebird.relative.abundance","shorebird.richness","meanrisk","Area_Ha","mean.pr.norm","SD.pr.norm","ES0.99.pr.norm","mean.tas.norm","SD.tas.norm","ES0.99.norm","shorebird.relative.abundance.norm","shorebird.richness.norm","meanrisk.norm","Area_Ha.norm"
"49",49,13.35633663,-6.4856342585,-0.7441727665,19.87174711,3.5213203425,9.533281526,0.01136849,2.984965324,461.606779596698,18.7464247566,0.627662849241646,0.820337937293085,0.560148341560316,0.295334266744756,0.498958743878608,0.497944915844583,0.0240789573608491,0.157771014932898,0.395628662240604,0.000431918356995931
"50",50,13.67296163,-7.0754557935,10.3174080415,20.087798825,3.8532876295,10.1052082515,0.006048728,1.188735127,230.803389798349,84.7699100628,0.638058208725751,0.796337741231419,0.867360691279133,0.30370894545567,0.520231968592028,0.548271731966743,0.0128114695618656,0.0628308630472981,0.197814331120302,0.00195796977643274
"51",51,12.490065915,-5.042186205,-0.1112734395,20.33192398,3.945954962,9.923985029,0.020617239,4.838771343,230.803389798349,61.2265761531,0.599221647526754,0.879072714226636,0.577725801125816,0.313171817520245,0.526170303678237,0.532324955239621,0.0436682108863564,0.255754349866388,0.197814331120302,0.00141379465504153
"52",52,12.302080245,-5.045759502,-0.238446121,19.89153656,4.1933952565,9.9458551945,0.020617239,4.838771343,230.803389798349,23.864227599,0.593049745063239,0.878927314604042,0.574193844981229,0.296101352928801,0.542026844952599,0.534249425191112,0.0436682108863564,0.255754349866388,0.197814331120302,0.000550210056621017
"53",53,11.73245237,-4.844912805,-0.272941078,19.933337685,4.0615998495,9.7315464565,0.032180347,7.721913815,139.888498204354,59.3906935062,0.5743478531318,0.88709988854429,0.573235819453291,0.29772166402714,0.53358109315987,0.515391281359367,0.068159377654405,0.408143495008627,0.119894035039496,0.00137136049231552
"54",54,12.891959165,-4.836576638,0.1904639615,19.94105778,4.3727226455,10.1929798005,0.014681574,5.32583046,209.832747306531,36.4486069972,0.612416514666068,0.887439092236476,0.586105928484486,0.298020913284397,0.55351855510857,0.555995208437297,0.0310962136867913,0.281497969265771,0.179841052559245,0.000841082462921432
"55",55,12.573315505,-4.807200944,0.074966167,20.145007645,4.4550452315,10.1636526915,0.007942507,1.972802877,139.888498204354,61.3132208587,0.601954878999172,0.888634407045467,0.5828982179907,0.305926495484979,0.558793975125988,0.553414563126926,0.0168225760317549,0.10427294068185,0.119894035039496,0.0014157973405307
"56",56,13.785507085,-5.3891614155,9.075091215,19.504710735,4.4478903015,10.348898583,0.014634443,3.833954096,153.868926532233,106.011768889,0.641753275328285,0.864954082426361,0.832857930960439,0.281107063244689,0.558335470810475,0.569715315484242,0.0309963881743992,0.202644507816756,0.131876220746868,0.00244894914025852
"57",57,14.078195685,-5.3649200145,8.1777675975,19.885388705,4.39671206,10.421645801,0.017258486,3.893982887,461.606779596698,19.3654790717,0.651362760409689,0.865940479738575,0.807936637903393,0.295863047436126,0.55505585178022,0.576116722693328,0.0365542256277492,0.205817343093975,0.395628662240604,0.000446227033853651
"58",58,14.383253285,-6.010171078,11.43651106,19.38210106,3.996939934,10.3274764675,0.023304945,5.06444931,461.606779596698,11.0051519857,0.661378341666249,0.839684822537116,0.898441444912661,0.276354420411123,0.529437537555904,0.567830271789573,0.0493608893487114,0.267682609674067,0.395628662240604,0.000252988386160688
"59",59,14.4009513,-6.519080557,-1.1829365785,19.33034222,3.8766122495,10.091545428,0.018359039,4.173205853,230.803389798349,42.2890007705,0.661959398841393,0.818976987117644,0.547962591259724,0.274348124578434,0.521726663708223,0.547069468852718,0.0388852448537286,0.220575735891437,0.197814331120302,0.000976075960560633
"60",60,14.82373996,-6.805525222,11.4186226,18.88495872,2.5235793215,10.3947817885,0.015970534,4.168327808,230.803389798349,119.052717146,0.6758402992962,0.807321379933314,0.897944630223617,0.257084000034724,0.435021212149675,0.573752818093121,0.0338262871512391,0.220317905723578,0.197814331120302,0.00275037457252858
"61",61,14.95840469,-6.85204062,10.1766443185,18.860255515,2.6397130575,10.4553635005,0.021235989,5.951853275,461.606779596698,9.36943867106,0.680261580869607,0.805428640171131,0.863451272286621,0.256126445011359,0.442463328163766,0.579083718965998,0.044978750357036,0.314586546241716,0.395628662240604,0.000215180890630553
"62",62,13.547234505,-4.994354717,0.5037660115,18.51237293,3.443605378,8.574921581,0.010796386,1,345.236976984331,34.6096608599,0.633930364552745,0.881019006489297,0.594807239863291,0.242641688000765,0.493978590808875,0.413613824849152,0.022867216151421,0.0528552253737666,0.295891761987627,0.000798577491393808
"63",63,13.35317583,-4.9620411905,0.647636443,19.47105526,3.3053404995,8.870093011,0.011362642,1,215.864231847417,13.1590875575,0.627559074579957,0.882333863484886,0.598802941208637,0.279802496928295,0.485118260452576,0.439587498782886,0.0240665710419407,0.0528552253737666,0.185010448386404,0.000302773949910867
"64",64,13.39749533,-5.413436797,2.325891277,18.448133705,3.858046668,8.7403654435,0.027729211,4.272151947,345.236976984331,8.80131767468,0.629014162253564,0.86396630242699,0.64541297099816,0.240151622740172,0.520536938688164,0.42817209337437,0.0587316775859403,0.225805553989661,0.295891761987627,0.000202049474606139
"65",65,12.71088384,-5.434604211,2.449081366,18.744606655,3.5765830885,8.5429622945,0.027289772,6.454197884,172.618488492166,18.4221321034,0.606471491066933,0.863104987510574,0.648834318937542,0.251643619935042,0.502500107320057,0.41080156050939,0.0578009266292439,0.341138083765707,0.147945880993813,0.000424422732349131
"66",66,13.372165025,-4.772098872,0.724958333,18.924692055,3.423132948,8.2757534605,0.010425181,1.485962152,345.236976984331,36.7554599004,0.628182523481145,0.890062731649063,0.600950395530393,0.258624158670994,0.492666670565903,0.387288461268961,0.0220809877809748,0.0785408644408472,0.295891761987627,0.000848174989259824
"67",67,13.73170543,-4.6000316175,0.8208391065,18.6444125,2.636360553,7.926765386,0.009992061,1,345.236976984331,9.89852314899,0.639986871713394,0.897064252615557,0.603613284156446,0.247759856009185,0.442248491990522,0.35657918004271,0.021163620741717,0.0528552253737666,0.295891761987627,0.00022741002568458
"68",68,14.005918775,-4.480525013,0.9231999075,18.47537501,2.8776408215,8.0028073625,0.011131564,1.230790496,345.236976984331,4.09476634046,0.648989781453983,0.901927048848767,0.606456142039071,0.241207560560619,0.45771028467829,0.363270510239835,0.0235771377654871,0.06505370905397,0.295891761987627,9.32633462924281e-05
"69",69,14.05590256,-4.429670318,8.6371296645,18.3727434,2.669432148,7.78746018,0.00823193,1,345.236976984331,21.9043776881,0.650630837635432,0.903996357238221,0.820694461800742,0.237229315077431,0.444367795607526,0.344320988259326,0.0174355865614074,0.0528552253737666,0.295891761987627,0.000504910543507746
"70",70,14.249927425,-4.3051736765,0.97720508,18.80812009,1.885055393,7.4716344115,0.010636717,1,215.864231847417,3.65544529203,0.657001017566044,0.909062201104059,0.60795602313461,0.254105551847739,0.394103135134826,0.316529831334383,0.0225290302496126,0.0528552253737666,0.185010448386404,8.31089821834175e-05
"71",71,10.390116832,-2.2137707555,1.1036018325,21.50512735,4.6671613325,10.2769607655,0.036244959,7.085591793,10.7283295407796,265.106740682,0.530276600180202,0.994162654664034,0.611466429468601,0.358647972552438,0.572386861107876,0.563385131647515,0.076768403042684,0.374510551125526,0.00919491405217941,0.00612623316130017
"72",72,10.802792638,-2.216553594,1.1871761675,22.08117148,4.7363962095,10.203468995,0.015614473,3.577970266,107.283295407796,41.3814513904,0.543825477728604,0.99404941927732,0.613787532417373,0.380976814108071,0.576823590731861,0.55691820737988,0.0330721344329044,0.189114424790066,0.0919491405217941,0.000955099076149163
"73",73,12.072763705,-2.070313928,1.760323174,23.18717091,4.533865872,9.890593485,0.01470313,2.53718996,18.8263160449752,30.1200987956,0.585520876941798,1,0.629705495831231,0.423847984469776,0.563844982448322,0.529386659090837,0.0311418702343953,0.134103747151858,0.0161354437608126,0.000694806802386706
"74",74,11.160862425,-10.358549628,-5.004565429,18.99627395,4.030022985,9.7969012115,0.019087058,5.04267931,2.57397731711889,92.1093473097,0.555581542967489,0.662746661487533,0.441824815900689,0.261398843297512,0.531557575299649,0.521142187185141,0.040427220829332,0.26653195141768,0.0022060750569979,0.00212761181481582
"75",75,9.388629526,-8.979681728,-3.611348177,19.01756308,4.555402358,9.5822962715,0.038531151,11.10443497,0,78.1273307604,0.497395998317941,0.718853632799012,0.480518520994464,0.262224060647834,0.56522508983889,0.502257978994231,0.0816106573514545,0.586927412987685,0,0.00180443474982612
"76",76,13.393552045,-6.2250249615,-0.397840385,23.178163445,5.1188391745,10.566011152,0.010593914,1.522028089,0,9.02007262591,0.628884697223565,0.830942287681025,0.569767001546724,0.423498833687174,0.601331412595983,0.588820183032302,0.0224383716298736,0.0804471376692983,0,0.000207105725458167
"77",77,12.986978895,-4.1825018925,1.029811752,23.28254005,4.1390102345,9.2175345375,0.010197386,1.785298586,18.0241563549661,3.0693223177,0.615536180679278,0.914053790411212,0.609417063793854,0.427544719329929,0.538541728077061,0.470160691182807,0.0215985080416237,0.0943623591224968,0.0154479379028205,6.9561472645068e-05
"78",78,12.941102535,-3.097657976,1.6222891845,23.585939885,4.103790318,9.1842280955,0.018562658,4.212356567,12.5508773633168,92.2763764306,0.614029978534715,0.958196747470766,0.62587188949671,0.439305219074489,0.536284755093779,0.467229883602952,0.0393165187712725,0.222645055703451,0.0107569625072084,0.00213147248690629
"79",79,10.3550172635,-4.353780031,-0.484561775,19.91368771,4.3638393065,9.7238571965,0.012383007,3.482798576,104.916373653265,101.630315095,0.529124219185983,0.907084379053457,0.56735849570518,0.296959984226068,0.552949290382337,0.514714663259736,0.0262277485886072,0.184084103665913,0.0899205262796223,0.00234767724056221
"80",80,9.783270285,-3.650037004,-0.302874228,19.817017115,4.203760887,9.6181442415,0.044403516,11.11075211,419.665494613062,14.992647735,0.510352753333765,0.93572010973262,0.572404488605955,0.293212801872446,0.542691098315982,0.505412428881086,0.0940485823918374,0.587261306846103,0.359682105118489,0.000345154431621576
"81",81,9.719768969,-4.381834491,-0.9288761215,19.757468855,3.9955395655,9.3344017675,0.037770528,8.23049736,209.832747306531,59.5721439972,0.508267892670413,0.905942826057424,0.555018590878618,0.290904569580497,0.529347798732385,0.480444448406732,0.079999624682676,0.435024792900991,0.179841052559245,0.00137555449658634
"82",82,9.7680859815,-5.2032480345,-1.4283717035,21.365597705,4.3947335105,10.2972286175,0.024712391,5.136792183,280.559719245555,6.40042512435,0.509854225758879,0.872519010679595,0.541146142258127,0.353239471409446,0.554929061792868,0.565168605675422,0.0523419213258428,0.271506308530667,0.240458917221051,0.000146555804931564
"83",83,13.756110335,-3.6301215295,3.4421052935,19.91719973,4.957441468,10.5467588425,0.020882262,4.376630306,517.299405352334,11.0208650748,0.640788127964955,0.936530482471318,0.676413488623095,0.297096118480435,0.590988677594491,0.587126071886706,0.0442295411524379,0.231327781201287,0.443361061326291,0.000253351574832319
"84",84,13.70005436,-3.7165354285,3.4962075585,19.474253125,5.2339614075,10.6637644045,0.013889703,2.592117071,517.299405352334,23.1892029908,0.638947711032126,0.933014248499879,0.677916066260438,0.279926453787123,0.608708709179184,0.597422001664941,0.0294189963919445,0.137006931982893,0.443361061326291,0.000534607695480569
"85",85,13.62572664,-3.673564376,3.4220742545,20.059444965,5.048508789,10.628640692,0.012044791,2.107496738,258.649702676167,47.3078472913,0.636507400352192,0.934762766693567,0.675857168268408,0.302609882355364,0.596824480276104,0.594331282973715,0.0255113923581178,0.111392215061468,0.221680530663146,0.00109208040687972
"86",86,13.48438508,-3.8718478535,3.298257968,19.50251053,4.998182597,10.361736924,0.006710327,1.230119705,517.299405352334,16.9598222581,0.631866906625404,0.926694491709696,0.672418428998736,0.281021778062051,0.593599462530946,0.57084502808205,0.0142127650822892,0.0650182542444863,0.443361061326291,0.000390623244110559
"87",87,13.39602538,-3.886923201,3.301673238,19.5956953,4.74002301,10.2373022315,0.023267226,5.579750538,258.649702676167,53.3856420108,0.628965901191823,0.926081066674786,0.672513281004054,0.284633841541854,0.577056004421549,0.559895370355896,0.0492809988625788,0.294918972215385,0.221680530663146,0.00123256113454388
"88",88,13.36450844,-3.676380036,3.3765185955,20.081458135,4.7709308345,10.254886671,0.010102605,2.016702652,517.299405352334,31.4051146596,0.627931144235995,0.934648195780107,0.674591954797811,0.303463165219417,0.579036648664942,0.561442716919486,0.0213977577522169,0.106593273183333,0.443361061326291,0.000724508358948911
"89",89,13.40750651,-4.068682762,2.543608966,19.992046675,4.517011094,9.8704607545,0.01286428,1.961718559,205.515548425431,55.7296537264,0.629342847022486,0.918685159877178,0.651459625990245,0.299997364216293,0.562764889638186,0.527615075108598,0.027247105780805,0.103687076555846,0.176140917090159,0.00128674007388915
