"","EST_ID","mean.pr","SD.pr","ES0.99.pr","mean.tas","SD.tas","ES0.99","shorebird.relative.abundance","shorebird.richness","meanrisk","Area_Ha","mean.pr.norm","SD.pr.norm","ES0.99.pr.norm","mean.tas.norm","SD.tas.norm","ES0.99.norm","shorebird.relative.abundance.norm","shorebird.richness.norm","meanrisk.norm","Area_Ha.norm"
"1",1,10.018831796,-11.5992343275,-6.2139807925,18.931702655,4.1074731965,9.4597064715,0.024191102,4.873443604,18.5691868045552,91.553165587,0.518086654912806,0.612262448430258,0.408235825135629,0.258895906213339,0.536520762390253,0.491470662983322,0.0512378085013885,0.257586960035761,0.0159150663705603,0.0021147563603748
"2",2,11.484568985,-9.05318342,-3.950440304,19.10594551,4.271607012,10.0577859235,0.05781392,11.30970573,5.11255322701093,122.522640554,0.566209402607641,0.715862804363315,0.471100943984903,0.265649973998903,0.547038833528397,0.544098793940015,0.122452402609629,0.597777045270129,0.00438180868054713,0.00283057757177282
"3",3,9.8165762875,-4.3097808695,-0.7909908675,19.90059471,4.357435997,9.5963155805,0.032683399,6.643582344,104.916373653265,97.4513116321,0.511446248379848,0.908874731626035,0.558848066394656,0.296452468382641,0.552538951631389,0.503491611127064,0.0692248637179271,0.351148042081297,0.0899205262796223,0.00225108473053622
"4",4,10.067191616,-2.857099291,0.4776522755,20.306741975,4.549310321,9.756740621,0.026175622,6.085969925,35.7610984692652,113.939176422,0.519674393447308,0.967985226293155,0.594081985278458,0.31219570306926,0.564834698143266,0.51760824732303,0.0554411083645851,0.32167531200384,0.0306497135072647,0.00263218138651276
"5",5,11.697379565,-9.4728708575,-4.2407328425,18.951214425,3.762893978,9.658319122,0.020587666,4.355136871,5.11255322701093,115.354580042,0.573196350830683,0.698785467937106,0.463038673826018,0.259652228859661,0.514439336196216,0.508947626194842,0.0436055739832996,0.230191740850306,0.00438180868054713,0.0026648966952148
"6",6,10.182249744,-11.700932985,-6.052011276,18.70061007,4.3034069635,9.3013200475,0.066214249,13.28504086,5.30548194415864,176.069163534,0.523451955554306,0.608124268363285,0.412734190840357,0.249938207581558,0.549076647314957,0.477533415287954,0.140244665593376,0.702183828754998,0.00454716182016009,0.00406823939802393
"7",7,14.90585727,-4.4311620725,5.443801276,19.829408625,2.2674838495,8.575290542,0.014185959,3.022281885,301.485669012123,17.8079127987,0.678536356010981,0.903935656842675,0.732006422117899,0.293693126293814,0.41861002726101,0.413646291652285,0.0300464795134405,0.159743390174727,0.258393891052012,0.00041022581079257
"8",8,14.91793816,-4.462383085,-1.7544171375,19.943398525,2.437965481,8.6766415965,0.015907917,3.319033146,150.742834506061,48.6495204539,0.678932993024603,0.902665254904496,0.532090909951567,0.298111646131943,0.429534880999415,0.422564699651403,0.0336936616158281,0.175428244954832,0.129196945526006,0.00112309152700933
"9",9,10.5340708195,-7.989893611,-2.008311524,20.097218985,4.2157050115,9.6210889785,0.024645457,6.823634624,0,148.579369658,0.535002864528351,0.75912871171336,0.525039522594646,0.304074093278752,0.543456505193237,0.505671551651398,0.0522001521962582,0.360664745919757,0,0.00343284672267609
"10",10,11.827645195,-8.195700536,-3.135065172,19.17316948,4.2607607175,9.8169681025,0.01408595,3.30987072,5.09136184637556,118.313264544,0.577473202160406,0.750754303086777,0.493746288674049,0.268255735079865,0.546343778114077,0.522907977606313,0.0298346560921505,0.174943962863631,0.00436364621426115,0.00273328303778674
"11",11,10.1397500945,-11.2851992725,-5.976425667,19.023329635,4.0260583615,9.5283323865,0.026318947,4.959124565,2.4758915739407,288.659256105,0.522056616795519,0.625040725320802,0.414833423576516,0.262447586044954,0.531303513137736,0.497509415242016,0.0557446769619753,0.262115646539657,0.00212200884940804,0.00667062050204544
"12",12,8.063664087,-8.123110601,-4.8410181255,18.619278985,7.7101984855,12.1896546325,0.031821501,7.702838421,560.474595264987,17.8871683969,0.453895036478478,0.753708031577045,0.446367001350536,0.246785621146014,0.767391657369791,0.731693042872226,0.067399326184675,0.407135260759663,0.480365159580764,0.000412057706179045
"13",13,10.6655683175,-6.646832068,-2.533874825,17.572016205,4.1656180305,8.799642337,0.018254604,4.075873852,29.6886776640376,777.944963508,0.539320160266118,0.813778700637354,0.510443097415578,0.206191223140896,0.540246816637299,0.433388176460642,0.0386640469715138,0.215431231042502,0.0254452324945873,0.0179798560692016
"14",14,8.491237163,-7.1010164615,-3.292440474,17.312916685,4.2347206475,8.9655496555,0.019257288,4.74935627,68.1562350892258,392.720858528,0.467933017783632,0.795297662144671,0.489375517700685,0.196147909047546,0.544675070737307,0.447987226896991,0.0407877753894836,0.251028296031161,0.058414566907499,0.00907587607663377
"15",15,12.50358737,-6.6438749675,-2.088652038,18.83558164,4.4650786845,9.7489873285,0.0488475,6.917721748,23.257375839349,897.877413291,0.599665580840526,0.813899026850561,0.522808232283436,0.255170026888605,0.559436941793727,0.516925994669689,0.103461134212554,0.365637742063547,0.0199331658399551,0.0207519467029976
"16",16,10.0131606225,-11.295789359,-5.6944338935,18.683700865,4.3295985735,9.42904794,0.050258204,10.67750072,2.65274097207932,610.453551937,0.51790046024331,0.62460980827687,0.422665157289988,0.249282766549155,0.550755065722299,0.488772858861602,0.106449066775698,0.564361706984155,0.00227358091008004,0.0141084987001383
"17",17,4.6544990555,-8.271028372,-5.4275957095,18.79199199,7.05370012,12.248990675,0.011463613,2.998951197,197.40853971156,78.5400075166,0.341966110957488,0.747689167743929,0.430076031641876,0.253480388304291,0.725321737229513,0.736914330787568,0.0242804320211633,0.158510241402362,0.169192654729185,0.00181397326398736
"18",18,12.200247895,-6.9612320875,1.771150839,19.81186091,4.9951364875,11.901559545,0.038183212,6.726238251,107.932115923708,76.3143049279,0.589706408670468,0.800985573119907,0.630006211656966,0.293012935094056,0.593404260851646,0.706342053229917,0.0808737073831494,0.355516838674255,0.0925052241932018,0.0017625288941699
"19",19,11.66940805,-6.959718528,1.1419541395,19.78586887,4.4822953905,10.62958765,0.014588702,1.324395537,215.864231847417,46.0345643044,0.572277996456455,0.80104716077413,0.612531584852367,0.292005421758459,0.560540227779743,0.594414610748089,0.0308995067425958,0.0700012245921456,0.185010448386404,0.00106265004129857
"20",20,12.03063089,-7.4943423725,1.259133402,19.851464915,5.830097095,11.91602903,0.006220482,1.057561159,25.7079436810838,39.0041474357,0.5841375820093,0.779292992223398,0.615785994614931,0.2945480805917,0.646910450544974,0.707615298697403,0.0131752520204468,0.0558976334054868,0.0220334705144281,0.000900150627764812
"21",21,12.12474871,-8.093251167,1.043624256,19.823744445,6.200910487,12.13681189,0.010329816,1.731999278,343.934957429462,31.8158920347,0.587227636719952,0.754923030060087,0.609800677301091,0.293473569195363,0.670673022713001,0.727043134297201,0.021879000554112,0.091545212185891,0.29477584195033,0.00073400297125901
"22",22,12.4878001,-6.8150542615,-1.7757062995,19.515026615,4.18495071,9.908754266,0.021296071,4.392243862,54.5283873499711,294.347334401,0.599147256807608,0.806933637535473,0.531499647853039,0.281506931306928,0.541485699055602,0.530984720949588,0.0451060066519489,0.232153039222553,0.046734566940838,0.00680209341531594
"23",23,14.270125215,-4.807453124,0.6717272925,18.50639032,4.599138226,10.683684357,0.024155091,3.88993907,236.541425457215,81.9662380319,0.65766414678147,0.888624145688288,0.599472014337521,0.2424097877976,0.568027784515249,0.599174862200971,0.0511615356337059,0.20560360623507,0.20273222113394,0.00189316635591431
"24",24,8.9286843615,-10.333767885,-5.6927885065,18.901627865,2.768218163,8.319241219,0.043520626,4.225699425,39.2492378815842,219.707030624,0.48229518401726,0.663755045643513,0.422710854484199,0.257730135770146,0.450698229894078,0.391115176000085,0.0921785828875655,0.223350295470171,0.0336392881634476,0.00507687486622203
"25",25,15.074434355,-6.5503041515,-0.886631864,28.87601316,-0.4677623985,6.1351507035,0.018704252,4.089475155,17.5476389591948,868.921845131,0.68407104025688,0.817706480116318,0.556191837074977,0.644361050430958,0.243329177734883,0.1989256578907,0.0396164210352101,0.216150130977944,0.0150395298201054,0.0200826744631842
"26",26,7.9943335305,-6.2156924225,-2.247464933,19.6939213,4.8699826945,10.279180967,0.01499042,2.4366467,106.455770206599,18.5185640327,0.451618791526087,0.831322034354319,0.518397535161076,0.288441315095388,0.585384118908486,0.56358049875953,0.0317503629770725,0.128789510484745,0.0912398946814145,0.000426651637441082
"27",27,11.96237754,-7.839763079,0.973555441,19.962459695,5.339123519,11.38749454,0.0112438,1.147675157,343.934957429462,8.92187580587,0.581896703654007,0.76523761413389,0.607854662018846,0.298850502449765,0.615447738345264,0.661106791739286,0.0238148585057395,0.060660629079108,0.29477584195033,0.000204836027093847
"28",28,13.369947345,-7.1200708795,1.8929239815,18.74893494,5.125843871,11.126275055,0.021819172,3.863698721,83.1350235310586,98.8490551156,0.628109713119295,0.794522326317299,0.633388206860854,0.25181139456365,0.601780289604439,0.638120726561745,0.0462139573713863,0.204216666674789,0.07125241568954,0.00228339184696776
"29",29,13.483868105,-7.5894341795,-0.9631511325,18.281545465,5.3503256825,11.331071225,0.027429475,5.008630753,331.590522182132,42.2557304227,0.631849933420606,0.775423648911174,0.554066673892365,0.233694266051212,0.616165598660856,0.656141809911369,0.0580968236727547,0.264732307263793,0.284195814492146,0.000975306957511947
"30",30,14.3178457,-4.743230074,0.504520245,19.613500365,3.685762273,9.590711999,0.011201717,1.136466146,237.221142197035,54.2922318834,0.659230894815677,0.891237420552316,0.594828187126597,0.285324008240146,0.509496559732238,0.502998522758917,0.0237257248773846,0.0600681742764859,0.203314784987773,0.00125351584112309
"31",31,11.161674975,-4.657472468,-0.381320506,20.39797691,4.5298722065,9.9792611635,0.024059901,5.866156101,83.9330989226123,83.5029623509,0.555608220422992,0.894726949563459,0.57022580675122,0.315732186303545,0.563589059208476,0.537188990670896,0.0509599190644712,0.310057002796051,0.0719364210236978,0.00192868584291832
"32",32,9.799113427,-4.2858625405,-0.84151003,19.954521325,4.1730463425,9.560736098,0.037770528,8.23049736,419.665494613062,5.95990459783,0.510872911743391,0.909847982942583,0.557445001960482,0.298542792333979,0.540722839898041,0.500360786855941,0.079999624682676,0.435024792900991,0.359682105118489,0.000136373716366122
"33",33,13.098029755,-5.114420532,2.629567162,23.692817715,4.634596796,10.074765566,0.021547971,4.421631336,2.00268403944068,292.204541714,0.619182177081075,0.876133455641609,0.653846935709273,0.443448058151557,0.570300050961872,0.545592921260557,0.0456395418320122,0.233706320783989,0.00171643754475783,0.00675256540560258
"34",34,9.3929199135,-9.157268701,-3.795240341,19.047679,4.6542089345,9.615670504,0.036215093,10.21537209,0,109.603271508,0.497536859337724,0.711627511138334,0.47541129945191,0.263391425387723,0.571556841753494,0.505194751813821,0.0767051455528556,0.539935794093835,0,0.00253196229299073
"35",35,17.373551185,-15.715681355,-5.9477410815,26.99944828,-0.991915907,5.818170716,0.023105742,4.1019063,1.49217017487833,19540.0772427,0.759555117458005,0.444761721727457,0.415630078147424,0.571620929158677,0.209740219402829,0.171032935214782,0.0489389687116565,0.216807181948573,0.0012788921571694,0.451643399633047
"36",36,10.0411772495,-11.71507767,-6.2676603745,18.99456741,4.373584805,9.5824914005,0.024193017,4.578578472,7.42767472182209,162.545427685,0.518820295724391,0.607548712550067,0.406744986637553,0.261332693745275,0.553573804265642,0.502275149412862,0.0512418645548614,0.242001797029036,0.00636602654822412,0.00375565492610849
"37",37,13.35119943,-5.406112251,-0.4417956225,19.83453609,4.157323846,9.9365985115,0.009276853,1.091420412,474.44228439407,33.3295430069,0.627494185867807,0.864264342647008,0.568546236447304,0.293891879041398,0.539715306281933,0.533434881365004,0.019648779022532,0.0576872718537892,0.406629569975546,0.000768989146313916
"38",38,14.17534558,-4.5917787065,0.468154162,19.40500886,4.1365530945,9.741176359,0.002112371,0.167138994,474.44228439407,17.0454910378,0.654552363512312,0.897400068570598,0.593818194974262,0.277242381263337,0.538384268913405,0.516238666716237,0.00447409385409092,0.00883416919661462,0.406629569975546,0.000392603372276412
"39",39,13.577451555,-6.492826678,2.079737573,18.71560504,5.3443229555,11.166913545,0.020245932,3.085212946,332.540094124234,7.92993482546,0.634922443817804,0.820045273380503,0.638576564962674,0.250519448309176,0.615780930154756,0.641696719293899,0.0428817664754642,0.163069625586892,0.28500966275816,0.000181908534942655
"40",40,13.766719925,-4.9552982265,0.8880623265,18.79696778,4.71840723,10.40625653,0.007746313,0.662201285,476.073604569637,15.6133176476,0.641136459593945,0.88260823878052,0.605480268969045,0.253673261767864,0.575670815689697,0.574762540457494,0.0164070285878591,0.0350007981614728,0.408027723224745,0.000359500451022585
"41",41,13.907820265,-4.727434859,1.021471488,18.77327391,4.223715377,10.1584683265,0.008539005,0.677693188,476.073604569637,15.6627962751,0.645769033640939,0.891880137432493,0.609185430346051,0.252754830971477,0.54396982777649,0.552958363805523,0.0180859847964925,0.0358196261860064,0.408027723224745,0.000360644088462777
"42",42,14.135762895,-4.5442287755,0.9419650245,19.25911007,4.182958399,10.095185786,0.013986329,1.934397817,474.44228439407,15.9739320922,0.653252793863923,0.899334904108128,0.606977304048948,0.271586996900565,0.541358027199784,0.547389802943636,0.029623654471773,0.102243032580057,0.406629569975546,0.00036783560907277
"43",43,14.0955171,-4.789241263,3.7371761545,19.06591852,2.719095733,8.8450846825,0.012256416,1.722333431,289.957804875706,23.8910981309,0.651931453139885,0.889365197360211,0.684608466729281,0.264098432595888,0.447550351977242,0.437386885498306,0.025959623332635,0.0910343216642777,0.248513721027719,0.000550831135819682
"44",44,13.610156235,-7.873703923,-2.4463950845,18.398392975,1.944971441,10.0583006845,0.015468156,3.744478226,148.856482525085,103.846660481,0.635996196381286,0.763856540602049,0.512872664861522,0.238223553654507,0.397942692835113,0.544144090445737,0.032762228649096,0.197915240542392,0.127580212532178,0.00239890533018186
"45",45,13.033506405,-8.4428775315,-2.0672648065,18.54575463,1.972194548,10.1272456275,0.038391899,9.85677433,42.5304235785956,335.242448372,0.617063761231509,0.740696521195287,0.523402218057906,0.243935642146531,0.399687211934696,0.550210915642409,0.0813157155456023,0.520982028670507,0.036451489294908,0.00774733352849752
"46",46,11.543539875,-6.6081193225,-1.2788913395,20.47743559,4.7629099335,10.727879544,0.012544137,4.159416676,411.031096850862,36.3675853146,0.568145521362153,0.815353945736002,0.545297647785081,0.318812193864666,0.5785226509427,0.603063827256222,0.0265690289520991,0.219846905833383,0.352281834180317,0.000839209746672608
"47",47,12.126601745,-7.272709191,-1.4789346435,20.54376532,4.682980065,11.10526082,0.011311151,2.893974066,205.515548425431,21.8516012886,0.587288475140676,0.788311380827624,0.539741861995142,0.321383292074795,0.573400561747463,0.636271574400044,0.0239575108595007,0.152961651484266,0.176140917090159,0.000503690682135748
"48",48,12.52292072,-7.8267980115,-2.4231685885,19.01609227,2.3230785895,10.540989099,0.013372893,3.507792473,411.031096850862,25.2755326299,0.600300328959853,0.765765170595443,0.513517732373639,0.262167048551472,0.422172665639002,0.58661836205737,0.0283243702847253,0.185405161724817,0.352281834180317,0.000582830631491835
