"","EST_ID","mean.pr","SD.pr","ES0.99.pr","mean.tas","SD.tas","ES0.99","relative.abundance","richness","risk1","Area_Ha","mean.pr.norm","SD.pr.norm","ES0.99.pr.norm","mean.tas.norm","SD.tas.norm","ES0.99.norm","relative.abundance.norm","richness.norm","risk1.norm","Area_Ha.norm"
"198",198,18.84405352,-4.159714592,2.859905593,31.21132248,4.753812865,11.13562135,0.114054106,52.25880051,208.708624777752,111.511998042,0.746214994519121,0.615457982736034,0.607779251464858,0.340015081948193,0.306180068228405,0.204570523379331,0.156204352106252,0.664878618254049,0.178772777110455,0.00257608015231031
"199",199,17.46262931,-4.223468276,1.874399159,35.84143926,6.844770491,11.49114897,0.128906533,55.44852066,272.879526756447,167.258401857,0.701372549565093,0.613540216375929,0.580997777294827,0.472147533463278,0.398988138123408,0.224142745513455,0.177254300786785,0.706251540345506,0.233739409987416,0.00386458951039458
"200",200,23.89735072,-7.932258583,0.857385386,43.16435437,5.671153308,10.57227302,0.067394882,26.9253521,328.670161263397,19.3706591475,0.91025019810611,0.501976572658546,0.553360080418902,0.681126004568095,0.346896625509541,0.173557521763177,0.09007547830849,0.336285908522165,0.281527788058436,0.000446346764915874
"201",201,23.05503779,-7.988308964,0.961992161,46.24852088,4.336314996,10.70088781,0.068701111,18.09010124,327.405350307463,62.4453369182,0.88290785755339,0.500290528364182,0.556202805281998,0.769140735342774,0.287649242483605,0.180637920297653,0.0919267618337363,0.221686467725059,0.280444393601916,0.00144196480672178
"202",202,23.1558443,-7.823663815,1.000919436,48.52834293,4.152283328,11.05209862,0.069567829,21.07349396,654.810700614926,1.09486960518,0.886180140131732,0.505243197893156,0.557260667284675,0.834201400288821,0.279480916308908,0.199972496860862,0.0931551381402142,0.260383177394959,0.560888787203833,2.3924433785669e-05
"203",203,23.71732383,-8.53143248,1.134037558,41.9119783,4.662982455,9.949214201,0.05273087,23.78190994,654.810700614926,10.8296244221,0.904406340841534,0.483952899806646,0.560878197747095,0.645386188876464,0.302148520704413,0.13925738607163,0.0692925651825264,0.295513244630418,0.560888787203833,0.000248931283050487
"204",204,23.64809588,-8.429735861,1.265311862,40.99859293,6.187918736,11.338765,0.06411092,35.67876053,60.9146453928944,356.227636315,0.902159130669102,0.487012022709325,0.564445621825186,0.619320356447047,0.369833485331465,0.215753825095627,0.0854212065474626,0.449823795226458,0.052177433180745,0.00823238026147507
"205",205,22.26367637,-6.046058237,2.183117499,48.18064483,4.138028999,10.88251801,0.058373779,14.83464336,56.900066900715,252.195448794,0.857219455208761,0.558715122417905,0.589387303697985,0.824278928670267,0.278848231674036,0.1906368807741,0.0772901096147539,0.179460880868713,0.0487386804855026,0.00582780457606165
"206",206,21.46424764,-5.057757782,2.751829693,44.17096487,4.010266777,10.37504907,0.057651203,22.03848648,139.580923351278,79.1419102624,0.831269179717575,0.588444061160881,0.604842251944211,0.709852259089439,0.273177449501372,0.162700106635854,0.0762660219206831,0.27289981160464,0.119560316808764,0.00182788550347807
"207",207,14.85925164,-3.478128825,1.588928051,30.47067138,10.1263992,16.48984079,0.102475367,27.10857773,126.191522796199,3.6337329847,0.616864243560002,0.635960676438859,0.5732400023667,0.318878672174886,0.544644665451965,0.499326728915549,0.139794114120549,0.338662474289275,0.108091407348867,8.26071289827491e-05
"208",208,14.97352397,-3.489669816,1.650269326,30.61097433,10.08755799,16.43739223,0.102475367,27.10857773,126.191522796199,3.16815580081,0.620573640449603,0.635613513374493,0.574906972480027,0.322882582576969,0.542920681336905,0.496439372746329,0.139794114120549,0.338662474289275,0.108091407348867,7.18458866908944e-05
"209",209,20.96091173,-1.289577846,4.669655629,47.85606414,2.507046466,8.947426213,0.07266812,22.52210045,48.0628163254885,138.122796645,0.814930380473887,0.701794196661787,0.65695982722896,0.815016172605579,0.206456357712553,0.0841077551303475,0.0975490978913524,0.279172626197215,0.0411689893477427,0.00319115593620931
"210",210,20.96942605,-1.493278565,4.557858728,48.9152868,2.695139426,9.083695964,0.057178169,22.92895889,192.251265301954,19.1470774727,0.81520676402295,0.695666701560056,0.653921708234375,0.84524385225519,0.214804946111177,0.0916095684542566,0.0755956034480559,0.284449867381014,0.164675957390971,0.000441178950302541
"211",211,21.09428421,-4.070279835,2.854244057,54.3381714,2.838152906,9.592415881,0.053489249,19.46169853,336.588977683157,8.24011467071,0.819259787798218,0.618148258146608,0.60762539728906,1,0.221152662048949,0.119615210377595,0.0703673955136496,0.239477052839563,0.288310779438384,0.000189077959442576
"212",212,21.0768871,-0.325157636,5.534160252,47.58736255,3.048896923,9.072794725,0.064621285,29.68616486,364.501234369077,24.4167590233,0.818695059786441,0.730804796829505,0.680453035829105,0.807348072317901,0.230506627531792,0.0910094421652071,0.0861445332507913,0.372095598983124,0.31221947822108,0.000562981138917354
"213",213,21.04878297,-0.340964806,5.554388775,48.0811856,2.812304338,8.939239482,0.053076208,24.23211479,377.636413985981,19.9917256254,0.817782770937452,0.730329303383911,0.681002752855328,0.821440600284584,0.220005362038753,0.0836570657642602,0.06978200351994,0.301352719351812,0.323470630589407,0.000460701950434608
"214",214,20.90405177,-1.735844588,4.510583989,48.04275109,2.975578506,9.351277428,0.054395974,28.47379684,204.490864490432,53.1330057979,0.813084647926324,0.688370104252616,0.652637001044505,0.820343771355556,0.227252357485897,0.106340249160251,0.0716524726742615,0.356370329906577,0.175159985734185,0.00122672176012265
"215",215,21.63230246,-1.227962686,5.497269891,47.32724339,1.960719868,8.190309027,0.047209691,20.95579529,172.847022686074,7.20739110999,0.836724411326054,0.703647634356783,0.679450527660554,0.799924894041857,0.182207412414852,0.0424275454578767,0.0614675454328225,0.258856542557048,0.148054936846851,0.000165207828254961
"216",216,21.61636258,-1.313777345,5.327717624,44.85446999,1.923429311,8.032369707,0.053031649,21.72856331,172.847022686074,15.1216245329,0.836206986492828,0.701066254648059,0.674842886855308,0.729357859362595,0.180552254712254,0.0337327963558171,0.0697188512376056,0.268879889303072,0.148054936846851,0.000348135571205421
"217",217,21.0423978,-3.202488202,3.420309478,47.99554898,2.788441929,8.645276645,0.066632822,27.68961716,65.0474205908867,22.6460497598,0.817575501778439,0.644252186530537,0.623008418574398,0.818996736106267,0.218946218565544,0.067474058815486,0.0889954309942371,0.346198965874423,0.0557174291924337,0.000522053378553871
"218",218,11.75190265,-11.39200783,-4.538304245,30.56722001,10.48294504,16.69244438,0.459681839,70.77093506,2.45333979591283,6775.58706949,0.515996512251724,0.397904301002937,0.40673037055936,0.321633939002589,0.560470108697696,0.510480299680742,0.646053320373786,0.904994071794301,0.00210144822226669,0.15660795494432
"219",219,23.14167255,-5.579166408,2.148129382,38.71505224,5.070473873,9.197733344,0.049276486,27.33492661,93.9057603609705,108.916971536,0.885720110609536,0.572759635413639,0.588436489660282,0.554153570415324,0.320235205739588,0.0978874630745211,0.0643967588659659,0.341598379051242,0.0804365108738389,0.00251609931572479
"220",220,22.55482131,-4.622387704,3.189240646,35.11735073,6.501268294,10.71105692,0.027552541,17.79148102,128.610063103068,85.68276312,0.866670318202971,0.601540372423216,0.616729044090164,0.451483779798116,0.383741642684259,0.181197742006656,0.033607990983874,0.217813152664177,0.110163047501127,0.00197906924879802
"221",221,22.94409071,-4.845524312,2.781529957,34.9545955,5.135457257,8.365029827,0.025066448,15.64293098,328.670161263397,25.9060679875,0.879306401685095,0.59482822884685,0.605649366769358,0.446839135060494,0.323119521695728,0.0520461351726555,0.030084517677792,0.189944941901387,0.281527788058436,0.000597404678484477
"222",222,22.60896861,-5.389192704,2.489642537,33.40691368,5.653378727,9.459838134,0.013717702,9.106472969,792.863638059811,7.49937567305,0.86842799502815,0.578474209944511,0.597717226369666,0.402672000027255,0.346107692948072,0.112316646304499,0.0140002426371942,0.105162467161969,0.679140282759224,0.00017195669125189
"223",223,22.7055268,-5.591784961,2.465279658,32.85480301,5.22201022,8.815051673,0.00623366,5.280221462,792.863638059811,4.0956556548,0.871562372787416,0.572380058345487,0.597055156806104,0.386916082887139,0.32696121286146,0.0768203778464604,0.0033933095061341,0.05553328401829,0.679140282759224,9.32839016963816e-05
"224",224,23.13367733,-4.519623609,3.180525102,32.87015603,4.666132578,8.53169719,0.006814073,5.561603546,338.769008989192,7.30859382912,0.885460577578226,0.604631605934014,0.616492196203169,0.387354221333133,0.302288340293259,0.0612213735160072,0.00421591337171877,0.0591830082861897,0.290178120815305,0.000167547004268813
"225",225,22.73891688,-6.320731468,12.07155904,33.67147363,5.372751715,9.426099049,0.011236534,7.670332909,792.863638059811,7.9918479669,0.872646248988204,0.550452712320427,0.858109082243121,0.410221907821634,0.333651940129234,0.11045926918645,0.010483749402265,0.0865347167573445,0.679140282759224,0.000183339580833948
"226",226,22.79064728,-6.103212172,2.341822944,32.80619485,5.826531358,9.426228918,0.013673996,7.871068001,271.20113178322,36.3686426444,0.87432547076357,0.55699588225775,0.593700178408157,0.385528922335989,0.353793148301414,0.110466418630751,0.0139382992890107,0.0891383926071953,0.2323017533943,0.000839234185546664
"227",227,23.72313793,-1.203969396,5.806534909,38.24012176,7.056046689,14.02487839,0.020969918,11.84188366,347.6305416494,5.90878182334,0.904595072483356,0.704369373424133,0.687854910225205,0.540600191180333,0.408365724692987,0.363627590702146,0.0242786149611341,0.140642674855701,0.297768611169057,0.000135192076496397
"228",228,13.0507234,-7.543304639,-3.103892911,26.44916487,7.818656265,12.65231707,0.15177685,38.08346558,0,40.7746357988,0.558157564277173,0.513676646170113,0.445710988813468,0.204114501161866,0.442214484683117,0.288066442885429,0.209667791131327,0.481014517298607,0,0.000941073282288041
"229",229,21.42257981,4.088375514,8.327257865,41.56303206,3.480297808,9.328464448,0.077407598,25.66674995,180.411338519582,27.4882841938,0.829916599272262,0.863567719271391,0.75635641808641,0.635428098329519,0.249654544730113,0.105084367234393,0.104266233661319,0.31996095014107,0.154534274966859,0.000633975654346809
"230",230,21.35949251,4.051120821,8.294075989,41.4964807,3.433807963,9.202741609,0.062181231,22.70438766,360.822677039164,11.3936206837,0.827868720889163,0.862447065647807,0.755454689265219,0.633528881794323,0.247591072601115,0.0981631740729706,0.0826863097915729,0.281537019994458,0.309068549933718,0.000261967360918538
"231",231,21.54430713,4.392327274,8.541156797,40.52710197,3.338609165,9.19822936,0.06788867,24.85938263,360.822677039164,33.8693742479,0.833867992773974,0.872710853030102,0.76216919466982,0.605865132880958,0.243365632262753,0.0979147693505681,0.0907753108718187,0.309488826049071,0.309068549933718,0.000781466679539612
"232",232,23.00753532,4.255706624,8.837945658,41.39235208,3.410443846,10.03919564,0.065310568,23.84374809,225.06761043037,40.3566726634,0.881365878716813,0.868601184847388,0.770234533403899,0.63055730019342,0.246554046036535,0.144210972271364,0.0871214356638692,0.296315329089843,0.192785333126972,0.000931412579992618
"233",233,23.64965821,4.231595562,9.025113996,39.32763773,3.607525834,10.19706955,0.065940537,19.44362259,450.490703443075,0.83393308269,0.902209845501315,0.86787590309567,0.775320896959386,0.571635294182186,0.255301616379384,0.152902120474428,0.088014273926621,0.239242595137263,0.38587516065865,1.78932079471358e-05
"234",234,23.94412998,2.985285785,8.275359796,39.27818473,4.280885157,10.80648452,0.068340793,28.20813942,39.6431819029906,539.758237602,0.911768700805248,0.830385819156363,0.754946070323629,0.570224023919414,0.285188964805945,0.186451145905139,0.0914160927418315,0.352924565631401,0.0339570141379612,0.0124744637156458
"235",235,24.02389848,2.357364719,7.892817951,38.60611602,4.721801591,11.41093064,0.072519377,22.68293762,569.522376744762,24.6825192487,0.914358068028163,0.811497406414978,0.744550364940722,0.551044791416582,0.304759233813648,0.219726630180451,0.0973382884043515,0.281258797833251,0.487833682128029,0.000569123858698362
"236",236,23.40536775,4.578257067,9.21829139,39.08614908,3.558744987,9.722895469,0.008649042,6.017858505,450.490703443075,1.17918014143,0.894279926924498,0.878303783194838,0.780570558665445,0.564743786072628,0.253136457123348,0.126798268279833,0.006816565997742,0.0651009571923181,0.38587516065865,2.58731678296397e-05
"237",237,23.24139322,5.092810637,9.552613336,41.61162714,3.405247385,9.768504146,0.046649002,13.98109436,450.490703443075,2.55384851498,0.888957145709169,0.893782002885134,0.789655871812445,0.636814885608775,0.246323398839434,0.129309080681659,0.0606728958664089,0.168389747785692,0.38587516065865,5.76469315590421e-05
"238",238,22.70311248,5.655933128,9.91884746,42.04216613,3.302326872,9.410826503,0.064874813,22.17331505,450.490703443075,3.06842351987,0.871484001487046,0.910721218034773,0.79960840930353,0.649101437962542,0.241755226799331,0.109618497201237,0.0865038517237303,0.274648633338206,0.38587516065865,6.95406980419416e-05
"239",239,22.65370928,5.767485845,9.97279304,40.22983595,3.398765943,9.335120142,0.057261422,18.74343491,450.490703443075,16.0692028003,0.869880323007607,0.914076820952416,0.801074398877534,0.597381872125117,0.246035717197933,0.105450771176299,0.0757135957046414,0.230160666638288,0.38587516065865,0.000370037673969109
"240",240,23.16467586,-4.787430241,2.649979629,37.89426136,4.669196689,9.352944719,0.05970284,22.24517822,657.340322526794,21.78940625,0.886466821616168,0.596575749116978,0.602074441644728,0.530730163121562,0.302424342201819,0.106432035530643,0.0791737523246826,0.275580749384078,0.563055576116872,0.000502253120539336
"241",241,23.31212631,-5.077559059,2.586161254,35.49754891,3.915657597,8.570960617,0.047171224,25.98151207,657.340322526794,17.2247968862,0.89125321426783,0.587848421496863,0.600340155492278,0.462333725916532,0.268978179616144,0.0633828722906762,0.0614130271796176,0.324043637040139,0.563055576116872,0.000396747805779053
"242",242,23.95084161,-0.17370947,6.212906261,40.88335522,5.48358703,12.78065832,0.062338915,26.14265823,569.522376744762,1.48705075314,0.911986567190279,0.73536048961197,0.698898190605279,0.616031748005235,0.33857141412213,0.295131782714641,0.082909791119422,0.326133816494603,0.487833682128029,3.29892172448438e-05
"243",243,23.104436,4.459691422,9.155576287,41.22746839,3.71475258,10.26559091,0.046205297,17.52843857,462.27465644867,6.28893722442,0.884511374052318,0.874737225292943,0.778866254306672,0.6258519143015,0.260060922456963,0.15667430357191,0.0600440446032924,0.214401306395909,0.395968897831192,0.000143978899650827
"244",244,23.35338381,4.513263234,9.267592669,38.23601716,3.546948722,10.02898716,0.061975222,22.10388756,462.27465644867,2.93159814084,0.892592474981011,0.876348712072334,0.781910337772446,0.540483055719986,0.252612874735543,0.143648983196614,0.0823943387300267,0.273748109781374,0.395968897831192,6.63781481869114e-05
"245",245,24.13723933,1.513738912,7.481423438,37.28465197,5.245403215,12.31067994,0.069115512,27.56701088,284.761188372381,11.8114009529,0.918037228122779,0.7861204071316,0.733370578443659,0.513333370125918,0.327999521188715,0.269258908895174,0.0925140813191753,0.344608675870342,0.243916841064014,0.000271623836487323
"246",246,24.03563006,2.452289566,8.212867537,37.75967598,5.92963216,13.16013844,0.045715038,21.7065506,569.522376744762,5.87061220893,0.914738887132509,0.814352828515992,0.753247821826719,0.526889418483261,0.358369322547734,0.31602261871811,0.0593492135975471,0.268594368914754,0.487833682128029,0.000134309832943522
"247",247,22.85967949,5.640348868,9.992511136,37.6336274,3.049573958,9.192828894,0.058425091,26.11934853,462.27465644867,7.92026395018,0.87656632701509,0.91025242991619,0.801610244875578,0.523292293685603,0.230536678026752,0.0976174672164055,0.0773628327438893,0.32583147323039,0.395968897831192,0.000181685004590087
"248",248,22.86083177,4.837151827,9.455631334,37.71571861,3.124339026,9.471091935,0.070181534,23.79405975,231.137328224335,20.4399386295,0.876603731204258,0.886091563137646,0.787020352761617,0.525634980347847,0.233855158310794,0.112936181554742,0.0940249258695185,0.295670836243136,0.197984448915596,0.00047106184113024
"249",249,22.80281409,5.474483818,9.901171365,37.5448838,3.251801165,9.46678866,0.077385388,24.4710331,369.819725158936,19.8249133709,0.874720417879555,0.905263064702298,0.799128055380575,0.520759763734107,0.239512621168092,0.11269928110182,0.104234756020648,0.304451658494123,0.316775118264954,0.000456846290943466
"250",250,22.69079511,6.467111216,10.58652984,42.1419729,3.191836256,9.796306182,0.066472836,28.17870712,369.819725158936,1.6148131765,0.871084167039231,0.935122161660562,0.817752906180305,0.651949684308048,0.236851052422499,0.130839616127465,0.0887686871031812,0.35254280792301,0.316775118264954,3.5942288059191e-05
"251",251,22.46224239,6.338124365,10.43211299,39.84071583,2.841549816,9.221365006,0.080131754,25.7680645,184.909862579468,84.7656862006,0.863665111624172,0.931242124802714,0.813556575505012,0.586277315192226,0.221303435386863,0.0991884144269435,0.108127107308283,0.321275071376402,0.158387559132477,0.00195787214706834
"252",252,22.27679017,8.623891776,12.05051471,37.73062108,2.49917787,8.174222548,0.07360895,21.95679092,184.909862579468,16.7097231995,0.85764514259022,1,0.857537195382847,0.526060261175155,0.206107106633304,0.0415419654842479,0.0988825111589016,0.271840162519407,0.158387559132477,0.000384842512881265
"253",254,21.77763833,7.502775335,11.05917206,39.28727516,3.053469183,8.827235091,0.076485507,21.99938202,41.9129021846794,158.313461465,0.841442162544791,0.966275840682242,0.830597120048316,0.570483443035237,0.23070956929416,0.0774910896281467,0.10295937867871,0.2723925991531,0.0359011800700281,0.00365783824728446
"254",255,21.72957336,6.918758842,10.59292521,46.37411981,3.644158404,10.51034354,0.059681132,18.5405426,251.477413108077,8.31551291514,0.839881924382002,0.948708115748548,0.817926702545863,0.772725028205593,0.256927569040843,0.170148229570321,0.0791429861552237,0.227529010148114,0.215407080420169,0.000190820696854905
"255",256,21.69770307,6.778875487,10.45563334,40.02500884,3.870469904,10.16605148,0.110627428,34.17546082,10.0859925043346,575.116034152,0.838847382121451,0.944500302556802,0.81419574905504,0.591536596624086,0.266972504073899,0.151194538497501,0.151347812764587,0.430324936750757,0.00863932140722602,0.0132917155672111
"256",257,21.39231405,8.089236519,11.39967233,44.59012549,3.36366571,9.566497012,0.085336462,23.67333984,251.477413108077,21.0476738384,0.828934141699152,0.983917104051153,0.839850331261641,0.721814099995573,0.244477777985255,0.118188345535046,0.115503601149806,0.294105013789615,0.215407080420169,0.000485108890810855
"257",258,21.36798616,7.945024872,11.28141961,38.00728762,3.178299208,8.777401576,0.085336462,24.51452637,41.9129021846794,139.975195039,0.828144433468852,0.979579092065024,0.836636773179264,0.533955662073098,0.236250204618922,0.0747476948243783,0.115503601149806,0.305015796909593,0.0359011800700281,0.00323397184005649
"258",259,22.80440533,2.835758104,7.99084916,37.35622746,3.694164655,10.24654593,0.061290737,19.31370354,462.27465644867,20.6800785617,0.874772071159982,0.82588789623592,0.747214396550373,0.515375963306925,0.259147118390044,0.155625854567864,0.0814242363943886,0.237557453343916,0.395968897831192,0.000476612379437899
"259",260,22.66425401,2.837308452,7.972705653,39.84627895,3.795195184,10.17594215,0.069271766,20.59001732,170.117073573111,36.8586327279,0.870222615745172,0.8259345320545,0.746721340546566,0.586436073322658,0.263631402662652,0.15173903175036,0.0927355359461618,0.254112144069431,0.145716554401879,0.000850559701898417
"260",261,22.66667928,2.814688267,7.927827613,37.91489397,3.453029231,9.627085556,0.073546283,25.22439194,340.234147146221,15.5184925464,0.87030134249376,0.825254097181869,0.745501764471163,0.531318968430368,0.248444216998606,0.121523817591904,0.0987936948910981,0.314223254473862,0.291433108803758,0.00035730868578006
"261",262,22.54161332,3.37951186,8.25778005,37.93370449,3.052625259,9.172450549,0.069982223,22.50436401,340.234147146221,7.10979987825,0.866241573317626,0.842244482961753,0.754468334717679,0.531855775651431,0.230672111357852,0.0964956148689963,0.09374244770474,0.278942572049581,0.291433108803758,0.00016295212731717
"262",263,23.04058427,1.714147259,7.191507541,37.81152408,3.976333954,10.00709658,0.05719221,26.89254379,340.234147146221,2.81122170411,0.882438681488355,0.792148864815093,0.725492014855319,0.528369039167775,0.271671326292771,0.142443880497688,0.0756155033828897,0.335860361580819,0.291433108803758,6.35957953425166e-05
"263",264,22.89660549,0.465085906,6.306567111,38.60037881,4.581795129,11.61925702,0.038209975,15.9895916,458.576459197081,19.5025713121,0.877764982801188,0.754576011072395,0.701443456215405,0.550881065174205,0.298544985686628,0.231195247402814,0.0487124879638062,0.194441374863832,0.392801146648543,0.000449395751880062
"264",265,23.4707182,-1.128543099,5.143218548,37.29400686,4.899659138,11.23780718,0.057034697,28.18327713,340.234147146221,17.6474375973,0.896401269474912,0.706638262153039,0.669829061406972,0.513600336297202,0.31265351892401,0.21019597594957,0.0753922644087802,0.352602084178856,0.291433108803758,0.000406516624466747
"265",266,23.80351061,-3.032685378,3.807245679,38.88998887,5.442286443,12.28502677,0.052430473,25.36030579,114.64411479927,83.5604966383,0.907204052007979,0.649360003417134,0.633523542083507,0.559145843154866,0.336738269481923,0.267846671101428,0.0688668205258594,0.315986153055168,0.0982002866621357,0.00193001567700002
"266",267,24.39163135,-2.165304524,4.55501687,38.47506159,6.329793906,13.23452055,0.055606291,32.6211586,489.352263103697,1.75350105301,0.926295053684989,0.675451575210852,0.653844479771936,0.547304811640562,0.376130676881403,0.320117443136322,0.0733678226798314,0.410164539715726,0.419162663514706,3.91478872459835e-05
"267",268,23.89306368,-1.70791991,4.785280326,37.48540391,6.501115074,13.24561453,0.052728012,29.83929062,480.765642706617,0.452788702299,0.91011103639617,0.689210102896227,0.660101967888108,0.519062350028367,0.383734841947462,0.320728180048722,0.0692885146153478,0.374081748187679,0.41180765374444,9.08352575588938e-06
"268",269,24.00811456,-2.845140321,3.962996291,38.70054586,5.233649897,11.880267,0.042312849,20.83992004,340.234147146221,5.42923353076,0.913845705816299,0.655001522130288,0.637756118197002,0.553739593048643,0.327477845022313,0.245564160028458,0.0545273818624729,0.257353558763758,0.291433108803758,0.000124107909261265
"269",270,23.27930553,-0.646770982,5.508104251,37.34673957,6.849579628,13.74001487,0.036646947,26.55562401,480.765642706617,3.98038770858,0.890187818128219,0.721130387176261,0.679744955096518,0.515105201633954,0.399201593775154,0.347945512073914,0.0464972500645568,0.331490274189607,0.41180765374444,9.06196253085357e-05
"270",271,23.27930553,-0.646770982,5.508104251,37.34673957,6.849579628,13.74001487,0.038612913,17.66239166,458.576459197081,0.648346791818,0.890187818128219,0.721130387176261,0.679744955096518,0.515105201633954,0.399201593775154,0.347945512073914,0.0492835612450576,0.21613877253584,0.392801146648543,1.36036097640082e-05
"271",272,23.80525336,-0.765521093,6.099507036,37.62056279,7.285534345,14.93258447,0.031624697,18.54127502,695.2610832988,0.675895235113,0.90726062345821,0.71755828037637,0.695816527908353,0.522919460984094,0.418551634800994,0.413597899704452,0.0393793490803739,0.227538510152558,0.595537222338113,1.42403580483291e-05
"272",273,14.94372656,-6.449726525,-1.301404006,28.68483332,7.610828203,13.80541489,0.250664294,41.16236496,191.458170546508,3.92734909426,0.619606385997259,0.546572428618949,0.494694240860938,0.26791512803794,0.432989945139895,0.351545861658613,0.349818328235401,0.520950015770527,0.163996619140844,8.93937031644286e-05
"273",274,14.86209031,-6.932432543,-1.760766713,28.91354827,7.206398537,13.37123075,0.250664294,41.16236496,191.458170546508,8.44827271528,0.616956389696067,0.532052211039986,0.48221090229737,0.274442105321146,0.415039157308032,0.327643503706245,0.349818328235401,0.520950015770527,0.163996619140844,0.000193889275868996
"274",275,22.22625878,-0.441507304,5.505887354,39.64320348,4.825335753,11.39540326,0.067804977,26.37708282,236.684624101719,11.5213860309,0.85600484190769,0.72730489744644,0.679684710162853,0.580640785434978,0.309354642933343,0.218871829277722,0.0906566950149678,0.329174468916224,0.20273607568957,0.00026492049931384
"275",276,22.2005863,-0.059165528,5.765060651,41.1345791,5.563115138,12.27382032,0.067614213,28.0266304,236.684624101719,2.85647748058,0.855171486908625,0.738806071183717,0.686727833088996,0.623201076279398,0.342101304022386,0.267229742580558,0.0903863302853453,0.350570265507813,0.20273607568957,6.46418267902577e-05
"276",277,22.16801968,-0.444461403,5.516053377,40.26576053,5.515565777,12.07167074,0.057399012,21.42174149,236.684624101719,1.34197789481,0.85411434106297,0.727216035574762,0.679960975312418,0.59840707365903,0.339990804811748,0.256101165610702,0.075908598342187,0.264900193700365,0.20273607568957,2.96360370794904e-05
"277",278,21.85079884,0.988671098,6.186511832,44.62454616,4.561528233,12.06666133,0.060948029,20.26142502,236.684624101719,19.740943348,0.843817027643242,0.77032590982125,0.698180912976125,0.722796383537435,0.297645430632458,0.255825391578629,0.0809385254858342,0.249850069972506,0.20273607568957,0.000454905427445539
"278",279,21.90085665,1.012785797,6.262481222,41.51417057,4.507540934,11.51203871,0.06537579,23.17874146,110.945917547681,51.4369021111,0.845441955433847,0.771051300977097,0.700245407114169,0.63403370834647,0.29524918072441,0.225292750769317,0.0872138730650322,0.287689723645023,0.0950325354794861,0.00118751841563472
"279",280,22.88162724,-0.477759878,5.644668095,39.11040719,4.284743057,10.82177197,0.009419662,11.55503082,118.34231205086,28.7576347767,0.877278773462832,0.726214388435472,0.683456124231966,0.565436054474425,0.285360199386883,0.187292738373438,0.00790874517170408,0.136921991020465,0.101368037844785,0.000663315127260329
"280",281,22.64122459,0.282850021,6.140761524,38.67781243,4.113549505,10.85461022,0.044906136,16.68764687,236.684624101719,2.238730824,0.869475057181193,0.749094196878616,0.696937632719699,0.553090835364988,0.27776169861287,0.189100523443683,0.0582027783659462,0.203495644499756,0.20273607568957,5.03633748461625e-05
"281",282,22.5657857,-0.029667315,6.026799354,40.84778199,5.395166077,12.33015819,0.047593545,20.21113586,236.684624101719,2.96775963714,0.867026233534025,0.739693403131069,0.693840671799994,0.615016573159427,0.334646811402224,0.270331209932668,0.0620115714698343,0.249197784066257,0.20273607568957,6.72139765667923e-05
"282",283,22.13498895,-0.344132691,5.674175318,38.46055338,5.21064562,11.83985565,0.062501252,32.8839798,236.684624101719,1.45721280388,0.853042129731292,0.730234010643092,0.684257993101961,0.546890782050061,0.326456790113713,0.243339466715067,0.0831398670200779,0.413573516215305,0.20273607568957,3.22995498543671e-05
"283",284,23.30114585,-1.080055184,5.13737635,41.79478293,4.31879018,11.05495851,0.059595421,22.39432907,170.117073573111,23.6163544988,0.890896777288113,0.708096820881325,0.669670297679577,0.642041713503574,0.286871395851037,0.20012993723739,0.0790215102407919,0.277515341199891,0.145716554401879,0.000544480775674304
"284",285,22.33679304,1.64158461,7.074161947,36.47960343,8.117233181,14.72447357,0.048600968,30.16016579,240.382821353308,8.14651488283,0.859592897215903,0.789966117112979,0.722303108232029,0.49035921153918,0.455466951851556,0.402141144914677,0.0634393652202825,0.378243725660685,0.20590382687222,0.000186914515805955
"285",286,22.29129626,2.06417553,7.364084627,36.59846579,8.426395697,15.17191128,0.060040385,35.86633301,240.382821353308,29.4312091194,0.858116025131306,0.802678020168835,0.730181856150712,0.493751258817017,0.469189265511605,0.426773127800573,0.0796521458510315,0.452256742706675,0.20590382687222,0.000678883967302723
"286",287,22.68171515,1.443448605,6.956978313,36.86721164,7.941005726,14.641901,0.052975014,34.26643372,480.765642706617,4.98339041255,0.87078942223634,0.784006013456624,0.719118602927093,0.501420622179167,0.447645019088458,0.397595425844453,0.0696385839625318,0.431504919485021,0.41180765374444,0.000113802795554603
"287",288,22.26297362,2.399120543,7.581668444,36.80417604,8.225025529,14.94745011,0.05506295,34.08953476,480.765642706617,1.98346033909,0.857196643223881,0.812753457980651,0.736094770743416,0.499621737020006,0.460251362421592,0.414416271026055,0.0725977599711557,0.429210415094051,0.41180765374444,4.44631124769378e-05
"288",289,22.2914333,0.758605617,6.434480041,35.4862869,7.861272587,14.21889755,0.051794127,31.93760109,480.765642706617,2.19622318505,0.858120473590087,0.763405339708265,0.704919533806197,0.462012335104811,0.444106028797481,0.374308578294041,0.067964944311079,0.401298316261527,0.41180765374444,4.93808632072251e-05
"289",290,23.93223137,0.098562639,6.18848226,38.54502386,6.412627114,13.54005933,0.046995848,23.88796806,489.352263103697,1.79752662218,0.911382459736001,0.743550671867711,0.698234460030477,0.549301367383733,0.379807265092518,0.336937719639029,0.061164471452005,0.296888893317318,0.419162663514706,4.016548396951e-05
